site,status,status_order
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Outstanding <= 90 days,2
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 4,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Outstanding <= 90 days,2
Site 5,Outstanding <= 90 days,2
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
Site 5,Received,1
